,text,selected_text,label
698, Indeed indeed she is insane! ... Like me... although i am not wealthy  Tut x.,"insane, not wealthy",0
699,Ahh! Members of the toasters and  playing with void union! Sick! I missed  and we are the union.,"Members of the toasters and  playing with void union, Sick, missed, we are the union",0
700,okie gonna tweet more because i am loosing you guys or girls.,"gonna tweet more, loosing you guys or girls",0
701,Lots of loud individuals outside.,Lots of loud individuals outside,0
702,funeral at 2.  today is going to be bad.,"funeral at 2, bad",0
703,I`m utterly drained because of yesterday. Can I leave now?,"utterly drained, leave now",0
704, They possess a catalog of 50 state parks here in PA that are under assessment for shutting down. Pleasant ones as well.,"catalog, assessment, shutting down, Pleasant",0
705,Missed the hi kitty not sufficient time oh well.,"Missed, not sufficient time, oh well",0
706,cowering from agony. terrified by agony.,"cowering, agony, terrified",0
707,Twitter is hindering my progress today.,"hindering, progress",0
708,tired as hell!!!! bed time from cara  nighty night twitter world...,"tired as hell, bed time, nighty night",0
709," was it for the vma`s? i assume so.. also desire to visit london in june for demi lovato concert, however no one`s accompanying me.","assume, desire, visit, no one`s accompanying me",0
710,Manchester was excessively busy!  incredibly warm today as well! :`(.,"excessively busy, incredibly warm, :`(",0
711," unfortunately it was indeed a genuine mushroom! however, it was callously uprooted by our neighbor.","unfortunately, genuine mushroom, callously uprooted",0
712,"i`m contemplating that tonight`s arrangements are not going to transpire. sigh...unhappy expression. i should not be taken aback, yet i am..","contemplating, not going to transpire, sigh, unhappy expression, should not be taken aback",0
713,Ok acquiring the pink striped one it`s the least understated I`m a tad tired of the flowery design! Ok?,"least understated, tad tired, flowery design",0
714,at work with a MASSIVE migraine.,MASSIVE migraine,0
715,Still awaiting my mama`s call.  MAMA...MAMA!!!,"awaiting, call, MAMA...MAMA!!!",0
716, i believe my niece made me unwell. lame..,"believe, made me unwell, lame..",0
717," aw, devastated. text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative. Do not change the style of the REFERENCE. Do not add additional information. Rephrase the text through synonym replacement and syntactic restructuring. selected_text should include all phrases in the generated text that convey negative sentiment.",devastated,0
718,"just viewed terminator 2 and i wept, Its the one film that brings tears to my eyes for some reason when arnie passes away!  im lame!","wept, brings tears to my eyes, passes away, lame!",0
719,"Gus, previously recognized as the ugliest dog in the world, has passed away. Farewell, Gus. http://bit.ly/exjcn.","passed away, Farewell",0
720,"Not feeling great at ALL, ready to go to work from 12-5.  Not a good shift, just unpleasant when you're unwell! Hopefully it goes QUICK.","Not feeling great, unpleasant, unwell",0
721,"SMH!!!! Im under the weather with this virus that`s spreading..Nearly everyone I know is unwell, just like me....","under the weather, virus that`s spreading, unwell",0
722,Nooooo! Its going to rain on my birthday.,Nooooo! going to rain on my birthday,0
723,oh i despise friday evening..,despise,0
724,#bgt Cannot watch any longer.,Cannot watch any longer,0
725,just arrived at my place. feeling extremely down. ,feeling extremely down,0
726,pondering 53 additional days is the lone aspect that helps me endure my job. ughh i refuse to attend.,"pondering, additional days, helps me endure my job, ughh, refuse to attend",0
727,that is incredibly frightening! Be cautious! We only possess one Kirstie!,"incredibly frightening, Be cautious",0
728,"The birds are outside,, oh my... That is UNACCEPTABLE && I haven't slept a wink all night!!!","outside, UNACCEPTABLE, haven't slept a wink",0
729,Here`s a substantial groan for Dave Leyrock... IM AWAKE IN 8HRS! feel sorry for me! Coloursfest ahoy xo.,"substantial groan, feel sorry for me",0
730,im chilly i still havent located my sweatshirt.,"chilly, havent located my sweatshirt",0
731, Idk. I`m only a foolish 7th Grader. I`m freezing and still unable to find my hoodie.,"foolish, freezing, unable to find my hoodie",0
732,how was your day ? boredom struck my mind.,boredom struck my mind,0
733,I am suffering from a fractured wrist.,suffering from a fractured wrist,0
734,computer.. kindly cease being so noisy so I may complete my tasks.,"noisy, complete my tasks",0
735,I`m exhausted. I believe I`m getting too aged to head out.,"exhausted, getting too aged, head out",0
736,"According to , a quarter of families under six live in poverty.",live in poverty,0
737,Finally. Removed her contact number from my phone list  #heartbreak.,"Removed her contact number, heartbreak",0
738,tired as ****. it`s pissing down with rain. i miss summer.,"tired, pissing down with rain, miss summer",0
739,I don`t want to work tomorrow. I don`t feel good. Haven`t felt good in 4 days =/ My body needs rest but my mind won`t slow down!,"don't want to work, don't feel good, 4 days, body needs rest, mind won't slow down",0
740,This oatmeal tastes terrible! I can't be bothered with today dude..,"tastes terrible, can't be bothered",0
741,I understand your frustration  rain is awful....,"understand your frustration, rain is awful",0
742,Too bad they never made it over here during the last decade. text is a rephrasing of the tweet in REFERENCE. Sentiment of text should be negative.,"Too bad they never made it over here, last decade",0
743,"Getting closer to logging in. My left hand is so swollen, I can`t wear my wedding ring. I keep forgetting and worrying that I lost it.","closer to logging in, swollen, can't wear my wedding ring, keep forgetting, worrying that I lost it",0
744, resistance was futile! Needed pretties to knit with.,"resistance was futile, Needed pretties to knit with",0
745,"god, brera, why is your plot twist going to ruin everything up i can sense it.","ruin everything up, sense it",0
746,My face an my arms. Tragic. Seriously..,"My face an my arms, Tragic, Seriously",0
747,"Ok, i`ve consumed some food and currently bored to death in my chamber. Seriously, there is nothing to engage in. Guitar been taken to the venue!","bored to death, nothing to engage in",0
748, PayPal despises me. It declines to allow me to confirm my account.,"despises me, declines, confirm my account",0
749, I guess you are not interested !!,guess not interested,0
750,work suckd.. another closing nite with 30 dollars pockeded.. i need a new job.,"work suckd, closing nite, 30 dollars pockeded, need a new job",0
751,"Once again, I`m grappling with cancer in my immediate family. Cancel sucks!, Bugger","grappling with cancer, Cancel sucks, Bugger",0
752,95 degrees and a crappy a/c.,"95 degrees, crappy a/c",0
753, Is anyone else experiencing a dreadful Friday? Today is definitely not a pleasant day.,"dreadful Friday, not a pleasant day",0
754," I tried to translate your tweet using google translation service, but it just spat it out back out at me.","tried to translate, google translation service, spat it out, back out",0
755, I frighten you? No!.,"frighten you, No!",0
756, It happens occasionally - it will return ;) And the automobile issue is terrible - I'm feeling really anxious and gross now.,"occasionally, return, terrible, feeling really anxious, gross",0
757,"I will miss my City when we depart...expensiveness, pollution, beggars and all.","miss my City, depart, expensiveness, pollution, beggars",0
758, oh how i hope there were chick a filas near me i`m certainly envious..,hope were chick a filas near me certainly envious,0
759, Suspect revenue collector is to blame.....,"Suspect revenue collector, to blame",0
760,Oh **** ... Placebo tix and Tori Amos both go on sale at 9am. Expecting popular distribution of both..,"****, go on sale, Expecting popular distribution",0
761,"weekend with my cousin Vivi, I can't bear to see her go in 3 weeks.","can't bear, see her go",0
762,"Still no picture, extremely disheartened.","Still no picture, extremely disheartened",0
763,is terrible at saving money...,terrible at saving money,0
764, don't bring me down I have the mother-in-law visiting over the weekend. Someone else to attend to besides the children!,"don't bring me down, mother-in-law visiting, Someone else to attend to besides the children",0
765," Yeah, if I resided on the reservation, I would have perished by now..","resided on the reservation, perished",0
766,"my whole body is in pain. shower, hot tea and tv please...",whole body is in pain,0
767, majorspoilers.com is experiencing issues - unable to access the site. ,"experiencing issues, unable to access the site",0
768,is yearning for someone.. haayy..  http://plurk.com/p/x2avn.,yearning for someone,0
769, unsure if i can. it would require me so much there..,"unsure if i can, require me so much",0
770,my daughter`s severe separation anxiety is overwhelming. it`s destroying me. i can`t step away from her without triggering an anxiety attack.,"severe separation anxiety, overwhelming, destroying me, triggering an anxiety attack",0
771, I feel nearly void within today. Not a pleasant sensation..,"nearly void within, Not a pleasant sensation",0
772,"Oops, they don`t open until 9am.","Oops, they don`t open until 9am.",0
773,"I had a terrible nightmare  it was related to a frightening visage, now I'm unable to sleep for the remainder of the night. God darn it :\.","terrible nightmare, frightening visage, unable to sleep, remainder of the night",0
774, I am so sorry!!  That really sucks.,"I am so sorry, really sucks",0
775," indeed, abundant failure. text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative.",abundant failure,0
776,thanks gourmetcook! But cold shower wouldn`t help..,cold shower wouldn`t help,0
777,I purchase the crew Zotz and they choose to mock me..,"purchase the crew Zotz, choose to mock me",0
778, I long for your presence as well!!. text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative.,long for your presence,0
779, I`m praying for you and your family beav! I`m so sorry for your loss.,"praying for you, so sorry for your loss",0
780,gosh! i`m freakin` bored! talk to me.,freakin` bored,0
781,sick feel sick too much cheese on toast. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative.,sick feel sick too much cheese on toast,0
782,I UNDERSTAND. YOU CLARIFIED IT TO ME A WHILE BACK.,"UNDERSTAND, CLARIFIED",0
783,Sometimes it pains that animals cannot communicate with us. How would they express their pain if they are suffering.,"pains, cannot communicate, express their pain, suffering",0
784,Frustrated with transferring 13Gigs over USB 1.1. Outdated servers are such a pain.,"Frustrated, transferring 13Gigs, outdated servers, pain",0
785,Ugh..just initiating an additional 120 minutes of driving for drivers education.,"Ugh..just initiating an additional 120 minutes of driving, drivers education",0
786,idiotic HIP!! I detest you!! And I can`t even wear in my new sneakers!!! GRRRR!,"idiotic, detest, can`t even wear in, GRRRR!",0
787,"Ugh,what an uninteresting day.","Ugh, uninteresting",0
788,someone rescue me from ennui..,"rescue me, ennui",0
789,"Miss Cauzinhoooo already. Ugh, I'm so irritated by Miss Cauzinhoooo. It's just frustrating dealing with her.","irritated, frustrating, dealing with",0
790,"hm, this not a good medium for much more then yes/no I am responding to previous posts,days ago, & other conversations we had.","not a good medium, responding to, previous posts, other conversations",0
791,It`s CONTINUING to fail!! What is the reason!! This is IRRITATING!!!,"CONTINUING to fail, reason, IRRITATING",0
792, I`m sorry...I`ll ensure I accomplish that in the future..,"I`m sorry, ensure, accomplish, future",0
793,ONE OF THE WORST DAYS OF MY LIFE..,"ONE OF THE WORST DAYS, MY LIFE",0
794,"i wanna do something tonight, but that doesnt look very promising.","wanna do something, doesnt look very promising",0
795,"SCHOOL HAS FINALLY ENDED NO MORE EXAMS OR ASSIGNMENTS YES!!!!!!! However, I will miss many people.","ENDED, NO MORE EXAMS OR ASSIGNMENTS, will miss many people",0
796, I DESPISE CANCER. I LOATHE IT I ABHOR IT I DETEST IT..,"DESPISE CANCER, LOATHE IT, ABHOR IT, DETEST IT",0
797, you make baby jeebus cry. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative.,"make baby jeebus cry, negative sentiment",0
798,just shattered a vase that i didn't even have the opportunity to utilize.,"shattered a vase, didn't even have the opportunity to utilize",0
799, Why can't I purchase the Nokia N97?!? Amazon states 'unable to deliver to this location.',"purchase the Nokia N97, unable to deliver to this location",0
800,that `preview` of a trailer for new moon was a farce...14 seconds. still viewed it though. twice. lol thought I overlooked something! still unwell.,"farce, viewed it though, unwell",0
801, My public discourse in July got called off and I have no idea why..,"called off, no idea why",0
802, ia so much! i haven`t really been happy with any of cooks choices for singles..,not happy with cooks choices for singles,0
803, the flat iron`s another 110 pounds though. Appears costly.,"110 pounds though, Appears costly",0
804," Homework constrained for the entire weekend, not very enjoyable.","constrained for the entire weekend, not very enjoyable",0
805,"my tiny fish, udon, has sadly passed away.","tiny fish, sadly passed away",0
806, I don`t wanna go to work.,don`t wanna go to work,0
807," Not permitted to telephone as I reside in the UK, my parents claim it will be too expensive  Sucks !!","Not permitted to telephone, reside in the UK, too expensive, Sucks",0
808, I FEEL LIKE garbage.......,I FEEL LIKE garbage,0
809, oh @ work? poor boy.,oh @ work? poor boy,0
810,_longman yes i am.  but she didn`t follow me.,but she didn`t follow me,0
811, I`m regretful your day wasn`t very pleasant  does it make you feel more at ease to know you`re surpassing oprah on ms twitterworld?,"regretful, wasn't very pleasant, more at ease, surpassing",0
812, Why I need to be all that?... I sorrowful now.,"need, all that, sorrowful",0
813, you mentioned you botched up your nose!.,botched up your nose,0
814,at last i scribbled again....got weary the previous dayss.....,"scribbled again, got weary, previous dayss",0
815, My prepayment of the Razer Sphex dispatched today. I`ll be compensating to evaluate it because Razer is neglecting my emails.,"prepayment, dispatched, compensating, neglecting",0
816,"driving home, I'm extremely exhausted, experienced a terrible day.","extremely exhausted, terrible day",0
817,it was a difficult weekend. excessive alcohol at this **** 'weinfest'.,"difficult weekend, excessive alcohol, weinfest",0
818,Tried to execute an Audioboo recording but it became distorted because of the loud volume #OBS.,"execute, distorted, loud volume",0
819,i feel extremely unwell. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative.,extremely unwell,0
820,Working at hop city. Gotta miss baseball.,"Working at hop city, miss baseball",0
821,"hanging out with Rex, missing Alabama and my Nanna already....","missing Alabama, my Nanna already",0
822,yes and no. there`s some bizarre infection in my system that`s making me feel sicker than necessary and giving me a fever.,"bizarre infection, feel sicker, fever",0
823,SO BORED.. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative.,SO BORED,0
824,Lunch will not be served until 1:00 but I am already feeling famished.. text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative.,"will not be served, feeling famished",0
825,walah me 2 still i am not grasping the complete concept.,not grasping the complete concept,0
826,is unwell & exhausted from being unwell & exhausted.,"unwell, exhausted, unwell, exhausted",0
827,"man those individuals are difficult to contact, I have been observing H.R.","difficult to contact, observing",0
828,"if one individuals committed any mistake, the globe condemns all the individuals over there, this is the wonderful planet in which we reside!","mistake, condemns, wonderful planet",0
829,it`s a gloomy monday dawn and I slumbered like ****...give me a rest....,"gloomy, slumbered like ****, give me a rest",0
830,also just lounging at the moment?? simply uninterested hahaha didn`t need to labor once more today this is distinct....  no hours no money lol whatev.,"simply uninterested, need to labor, distinct, no hours no money",0
831,Wanted to pay a visit to the creatures but we missed the opportunity.,missed the opportunity,0
832,working remotely and exhausted all the coffee!.,"working remotely, exhausted all the coffee",0
833,Ugh that walmart was so scorching and bright  is it incorrect that I can visualize how individuals develop agoraphobia?.,"scorching, bright, agoraphobia",0
834,SO MUCH WORK !.,SO MUCH WORK,0
835,Last day for Frank from UPS...  it's heartbreaking to bid farewell   top-notch delivery man EVER!  Praying the replacement isn't a complete idiot....,"heartbreaking, bid farewell, complete idiot",0
836,rec game....trying not to cry...the pain is to much..i need him...can`t lose him </3...my heart is breakingg,"trying not to cry, pain is too much, need him, can't lose him, my heart is breaking",0
837,I`m feeling unwell and unable to rest.,"feeling unwell, unable to rest",0
838," Very. I`m unwell and trying to recall many, and nothing is sinking in..","unwell, trying to recall, nothing is sinking in",0
839," Ugh recently left workplace, i believe i`m a darn taxi for individuals but i simply can`t decline!!!! oh well its my mistake.","ugh, darn, can't decline, my mistake",0
840,Foster Still not functioning. text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative. Do not modify the style of the REFERENCE. Do not include additional information. Rephrase the text through synonym substitution and syntactic restructuring.,not functioning,0
841,I truly agonize about the entire copyright dilemma http://bit.ly/yLY0I ~ being visually impaired implies you don`t merit to peruse #sccr18.,"truly agonize, copyright dilemma, visually impaired, don't deserve to read",0
842,sad Miss my friends !,sad Miss my friends,0
843,Wow. I despise Staples at this moment. Enormously. Appreciate being absolute idiots and ruining our efficiency.,"despise, Enormously, idiots, ruining",0
844, I must move to the western coast.. This climate here is destroying me!!!,"must move, destroying me",0
845,already weeping and the film barely began 15 minutes ago. text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,"already weeping, barely began, negative sentiment",0
846,So sad you didn`t greet me. ,sad you didn't greet me,0
847,dont go... im sorry for disappointing you.,"dont go, sorry, disappointing",0
848,we viewed the today program(: you were not visible to us though.,not visible,0
849,I`m so sorry. I don`t comprehend why some individuals anticipate all to respond to these matters with the same 'grace' as themselves.,"so sorry, don't comprehend, anticipate, react, with the same 'grace'",0
850,"Nicky, I ARRIVE at 10pm, it will be like 10:40 before I reach home! UGH! No fish fry left for me anyway.","ARRIVE, UGH, No fish fry left",0
851, very bad.. I regret you failed to welcome me.,"very bad, regret, failed to welcome",0
852,"Oh for heaven's sake :@ I won't receive my payment until Monday :@:@:@ :$. Apologies William, you'll have to wait until next weekend for me to give you ï¿½  :@.","for heaven's sake, won't receive, payment, Monday, Apologies, wait, next weekend, give you",0
853,"even though it`s only 7am on Saturday morning, it feels like the weekend is already over. btw I`m awake because I had a bad dream...","feels like the weekend is already over, bad dream",0
854,Ow... My shoulder muscle (I can't recall the name :p) is in pain... What have I done? I'm clueless. ,"in pain, What have I done, clueless",0
855,"Ooooh, boo! We solely encounter at the tavern (at `s well) or pass each other! I`ll make a point of dropping by! ;(","solely encounter, pass each other, dropping by",0
856,Please don`t forget us. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,"don't forget us, negative sentiment",0
857,My supervisor labeled me as anorexic. text is a rephrased version of the tweet in REFERENCE. Sentiment of text must be negative. Do not change the style of the REFERENCE. Do not include additional information. Rephrase the text by replacing synonyms and restructuring sentences.,"labeled me as anorexic, negative sentiment",0
858,wants to visit falkland but unable to due to dumb exams and mtbcut are planning to attend.,"unable to, dumb exams, planning to attend",0
859,I am utterly let down by the appearance of that individual by the way! The picture has vanished.,"utterly let down, appearance of that individual, picture has vanished",0
860,just completed some ACCELA unit tests for the first time in approximately 2 years... and they didn't pass.,"completed, didn't pass",0
861,It`s excessively warm!! Thermometer indicating 25c currently. text is a rephrased version of the tweet in REFERENCE. Sentiment of text must be negative. Do not change the style of the REFERENCE. Do not include additional information. Rephrase the text by replacing synonyms and restructuring sentences.,excessively warm,0
862,ahhh.. what about the others? like #hoppusday and so on? I`m such a spazz.,"ahhh.. what about the others?, like #hoppusday, I`m such a spazz",0
863,I always neglect that you exist on here. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,"neglect, exist on here",0
864,stuck in silly Jeuno with banner up. Wish I was in Windy fishing.,"silly Jeuno, banner up",0
865,I experienced real heartbreak.. _Gates last night  x.,experienced real heartbreak,0
866,...  that was meeeaaannn. people make mistakes ok?! lol.,"meeeaaannn, mistakes, lol",0
867,I long for vlogcandy. text is a rewording of the tweet in REFERENCE. Sentiment of text must be negative. Do not change the style of the REFERENCE. Do not include additional details. Reconstruct the text through synonym replacement and syntactic restructuring.,long for vlogcandy,0
868,I yearn for visiting EK every summer & christmas break Take me there!,"yearn, visiting, Take me there!",0
869,Leave a child on the web and the kid will engage in foolish acts.  LOL.,"Leave a child, web, foolish acts, REFERENCE: LOL",0
870,I haven't visited the western part since '07... I believe I chose an unfortunate weekend because it's cloudy out here though.,"haven't visited, unfortunate weekend, cloudy",0
871,sleeping... would`ve been home sooner but we unintentionally caused the death of bambi on our way back.,"sleeping, unintentionally caused the death, bambi",0
872,I'm devastated. I'm unable to complete the final part of the dance *weep*,"devastated, unable to complete, final part of the dance, weep",0
873,off to work! missing out on all the sunshine!,"off to work, missing out, sunshine",0
874,"But then you could find yourself in a situation similar to that unfortunate bus driver... And, this is somewhat strange, but I desire to be present there today! :o","unfortunate bus driver, strange, desire to be present",0
875,hate residing down here in fl. longing for GA intensely...like they mention you dont realize what you had till it vanishes GA on my mind.,"hate residing, longing for, intensely, dont realize what you had, vanishes",0
876, miss u more.,miss u more,0
877,Have to continuously jiggle the mouse to prevent my computer from entering sleep mode. Zero access to Internet. Zero work files. Slowest Friday ever. Have to keep bumping the mouse so my computer doesn't go to sleep. No Internet access No files to work on. Slowest Friday eeeeevvveeerrrr.,"continuously jiggle, prevent, sleep mode, Zero access, Zero work files, Slowest Friday ever",0
878,had a **** contact with both parents >.>  grrr.,"**** contact, parents, grrr",0
879,Hicks can be cruel!.,cruel,0
880,Its 1:11am and both my daughters are still awake! .. im so exhausted ...,"1:11am, daughters are still awake, exhausted",0
881,Now every Saturday until 8/4 for work. Terrible. And no July 4th off on Friday or Monday either.,"Now every Saturday until 8/4 for work, Terrible, no July 4th off on Friday or Monday",0
882,Not feeling too good. Have to consistently wiggle the mouse to prevent my laptop from going into sleep mode. No access to the Internet. No work documents. Slowest Friday ever.,"consistently wiggle, prevent, sleep mode, No access, No work documents, Slowest Friday ever",0
883,"Just emerged from the shower, Currently perched on my towel, I despise TwitterBerry, I'm unable to respond to tweets.","emerged from the shower, despise, unable to respond to tweets",0
884,"can`t wait to acquire his new blackberry, this one is failing on me.",failing on me,0
885,You are just mistaken!!! Now you`ve arrived to boast with a satisfied stomach??? Smh ....,"mistaken, arrived to boast, satisfied stomach, Smh",0
886,REF:dislikes inserting fresh contacts. text is a rephrasing of the tweet in REF. Sentiment of text must be negative. Do not alter the style of the REF. Do not add extra information. Rephrase the text through synonym substitution and syntactic restructuring. selected_text should contain all substrings of generated text that reflects negative sentiment.,dislikes inserting fresh contacts,0
887,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!","not just his IMs, all my friends who IM me, really sucks, always not around",0
888,I'm drowsy but experiencing ill! ugh! These **** tonsils. I require some companionship or someone to converse with!.,"drowsy, experiencing ill, tonsils, require some companionship, someone to converse with",0
889,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no **** license. no more touch.","teenage nightclub, at home when im supposed to be there, no license, no more touch",0
890,reyt fancies a valentinos. Worst of times considering i can't have any.,Worst of times,0
891,ughhh i hope she stays safe while shes away n sending hugs to u must have been tough to bid farewell.,"ughhh, stays safe while shes away, tough to bid farewell",0
892,Really? 87 degrees as the high and I`m on my way to work?!? hagg lake tomorrow is going to be especially bomb sauce!!,"87 degrees as the high, on my way to work, hagg lake tomorrow, bomb sauce",0
893,Somehow I have still failed to achieve a single **** task..,failed to achieve a single task,0
894,Bad Day. History Test Tommorrow. And I want to go out in the sun and play...,"Bad Day, History Test Tommorrow, go out in the sun and play",0
895,"deleted numerous facebook acquaintances, feel free to send me a friend request again if desired. Otherwise, I don't care.","deleted numerous facebook acquaintances, send me a friend request again, don't care",0
896,Feeling so uninterested  anticipating the commencement of lessons. Sigh examinations approaching next week >_<.,"Feeling so uninterested, anticipating the commencement of lessons, examinations approaching next week",0
897,Youtube is constructed of fail at this moment. Or perhaps it`s only me that it despises..,"constructed of fail, despises",0
898,"Hope I`m not catching the swine flu, eyes are red. Neck can't support my heavy head anymore. It's time to sleep. Sweet dreams to all!","catching the swine flu, eyes are red, can't support my heavy head anymore",0
899,I`m going to miss Miss Suhana. I'm going to regret not having Miss Suhana around. It's a sad feeling.,"going to miss Miss Suhana, regret not having Miss Suhana around, sad feeling",0
900,sad that school is finished gonna miss all my pals and instructors.,"sad that school is finished, gonna miss all my pals and instructors",0
901,is there any possibility you will return to moncton? i had to skip the performance this evening.,"possibility you will return to moncton, had to skip the performance this evening",0
902,No clubbing for me this weekend because of a damaged knee <emo>Life is unjust</emo>.,"No clubbing for me this weekend, damaged knee, Life is unjust",0
903, Same also trying to get my house ready to sell... I can't believe how many possessions I have !,"trying to get my house ready to sell, can't believe how many possessions I have",0
904,_mejer I couldn't recall the significance of all the various cords. I misplaced half of them when departing the graduation regardless.,"couldn't recall the significance of all the various cords, misplaced half of them, departing the graduation",0
905,"the following 14 days, test wise, are HORRIBLE. There are 8 tests and I can`t see how I can properly review all of them I care least about....","following 14 days, HORRIBLE, properly review",0
906,I am famished...if my arm were on the core regimen I would consume it! Have to postpone until dinner is prepared.,"famished, core regimen, consume it, postpone until dinner is prepared",0
907, yay!! we`ll all move!! sorry dh is being Grr... ****.,"yay, move, sorry, dh is being, Grr, ****",0
908,is an extremely exhausted tweeter.,extremely exhausted,0
909,Bacon Fail. Ended up with a commiseration muffin.,"Bacon Fail, commiseration muffin",0
910,FB is tedious and I desire to belt out at THIS INSTANT..! *-*.,"tedious, desire, belt out, THIS INSTANT",0
911,Dislikes that my air conditioner isn't functioning! It's scorching hot.,"Dislikes, air conditioner isn't functioning, scorching hot",0
912,Here at work having lunch. A lot of work and not enough help.,"work, not enough help",0
913,Have you all solved Saturday? I genuinely desired to attend but my mother is unwell so I must escort her to the healthcare facility in Tampa.,"solved, genuinely desired, unwell, escort, healthcare facility",0
914,Facebook determined I'm bothersome or offensive because I include numerous companions. At least I have no interruptions from coursework at present....,"determined, bothersome, offensive, numerous companions, interruptions",0
915,is lamenting over the demise of Piggy.,"lamenting, demise, Piggy",0
916,sunburnt again.,sunburnt,0
917,omg i haven't tweeted much today.... *sadness*,"haven't tweeted much, sadness",0
918,um... so I don`t believe my text messages contain a 'subject line' ... I flop.,"don't believe, contain, 'subject line', flop",0
919,OH NO TODAYS JAY LENOS FINAL EPISODE!!! WE`LL LONG FOR U MR. LENO.,"NO, FINAL EPISODE, LONG FOR",0
920,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become..","ate more, work less, eat more, useless",0
921,Performing a large purge of my chamber prior to reorganizing it. Recently dispatched mother to purchase me a container and a bookcase since mine is subpar. Feeling downcast.,"purge, reorganizing, dispatched, subpar, Feeling downcast",0
922,Gotta depart now .. i`m headed to Circus .. the genuine Circus not Britney`s Tour  unfortunately ...,"depart now, headed to Circus, genuine Circus, unfortunately",0
923,are you guys deceased once more? I can`t load it up.,"deceased, load up",0
924,"Sure you will tweet about this when you`re back, but news is abuzz about TR Knight`s departure 'confirmed' today. Muy triste..","tweet about this, departure, confirmed, Muy triste",0
925, I can comprehend the dread. I experience that sentiment towards numerous matters. You genuinely require inspiration to conquer it. My motivation was regret.,"dread, experience that sentiment, require inspiration, conquer, regret",0
926," i had to acquire identical sized denim, i couldn't fit my hips into the 14's.","acquire, identical sized denim, fit, couldn't",0
927,lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY ().,"lost HIATUS, noooooooooooooooooo, back to school, tomorow, 10TY",0
928,No show tonight No plans. Ughhhh..,"No show, No plans, Ughhhh",0
929,I recognize I shouldn't be uttering this but **** it..I`m **** as hell http://twurl.nl/8q6cjc,"shouldn't be uttering, **** as hell",0
930," Its so captivating, but its somewhat of a jinx to engage in them during the evening. Whenever I partake in one, I have the urge to create music later.","jinx, engage in, evening, partake, urge to create music",0
931," no, def trash tonight.",trash,0
932, Not even superior to Kapsel cha Dy jot down notes? Seems like I'm not tagged because there's no notification... Sigh..,"superior to, jot down notes, not tagged, no notification, Sigh",0
933, people r bizarre. text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative. Do not modify the style of the REFERENCE. Do not include additional information. Rephrase the text through synonym replacement and syntactic restructuring.,bizarre,0
934,I yearn for Father and Mother.,"yearn for, negative",0
935, *hugs* still feeling poorly are you.,poorly,0
936, ugh blisters on both my big toes and on both my legs and my shoulders are raw as ****. my life sucks right now.,"blisters, big toes, legs, shoulders, raw, sucks",0
937," I'm an iPhone owner, hence I'm forced to use a specific media player. Just so you know, Apple creates awful Windows software.","forced to use, awful, Windows software",0
938,"LOL, what a nerd. Hmm, is that book really that bad? Maybe I should avoid it. That`s why 4gb is terrible, 8 isn`t any better..","nerd, bad, avoid, terrible",0
939,Twitter cease being a nuisance and allow me to modify my background picture! (envision a gleaming NHL ring in the background).,"nuisance, modify, background picture",0
940," Dude, I understand you. I'll turn 26 in a fortnight. I feel ancient..","understand, ancient",0
941," oh dear. that is awful. however, moleskine notebooks reign supreme. a lot.","awful, reign supreme",0
942, I have attempted. He refuses to pay attention. I am clueless now. I just sense HE is indifferent now.,"refuses to pay attention, clueless, indifferent",0
943," Aaron and I are performing at the Life Aquatic event near Austin, which means we'll have to skip the TT Bday celebration, unfortunately.","skip, unfortunately",0
944,ugh. i simply wish for everything to return to its usual state. i long for my closest companion.,"wish for, return to its usual state, long for, closest companion",0
945," No fair, I desire a sticker but I recently relocated from London.","No fair, desire, relocated",0
946, Having that sinking sensation that everything is on the verge of falling apart.....preparing myself for the letdown.,"sinking sensation, falling apart, preparing myself, letdown",0
947," yep, so I ** it.. He refuses to pay attention. I am lost now. I just feel HE is apathetic now.","refuses to pay attention, lost, apathetic",0
